Date,Price,Qty,TotalAmount,StoreName,GroupStore,Type,Latitude,Longitude,Product Name,Age,Gender,Marital Status,Income,Day,Month,Year
2022-03-03,4200,4,16800,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Thai Tea,52,1,Single,"33,77",3,3,2022
2022-03-03,3200,7,22400,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Ginger Candy ,47,0,Married,"13,34",3,3,2022
2022-03-03,4200,2,8400,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Thai Tea,30,1,Married,"3,72",3,3,2022
2022-03-03,8800,2,17600,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Choco Bar,57,1,Married,"8,96",3,3,2022
2022-03-03,15000,1,15000,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Cheese Stick,31,1,Married,"6,01",3,3,2022
2022-03-03,4200,3,12600,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Thai Tea,38,0,Married,"4,36",3,3,2022
2022-03-03,9400,4,37600,Buana,Buana,General Trade,"-1,26916","116,825264",Coffee Candy,56,0,Married,"15,75",3,3,2022
2022-03-03,7500,5,37500,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Crackers,36,0,Married,"7,55",3,3,2022
2022-03-03,3200,5,16000,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Ginger Candy ,38,1,Married,"8,99",3,3,2022
2022-03-03,7500,5,37500,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Crackers,26,0,Single,"2,93",3,3,2022
2022-03-03,15000,2,30000,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Cheese Stick,53,0,Married,"12,94",3,3,2022
2022-03-03,18000,4,72000,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Cashew,18,0,Single,0,3,3,2022
2022-03-03,9400,3,28200,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Coffee Candy,61,1,Married,"10,86",3,3,2022
2022-03-04,9400,4,37600,Bonafid,Gita,General Trade,"-7,250445","112,768845",Coffee Candy,49,1,Married,"8,81",4,3,2022
2022-03-04,3200,5,16000,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Ginger Candy ,36,1,Single,"5,43",4,3,2022
2022-03-04,7500,2,15000,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Crackers,59,1,Married,"7,89",4,3,2022
2022-03-04,7500,4,30000,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Crackers,20,0,Single,0,4,3,2022
2022-03-04,15000,5,75000,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Cheese Stick,56,0,Married,"13,25",4,3,2022
2022-03-04,7500,3,22500,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Crackers,32,1,Married,"3,2",4,3,2022
2022-03-04,9400,2,18800,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Coffee Candy,38,0,Married,"9,61",4,3,2022
2022-03-04,8800,5,44000,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Choco Bar,46,1,Married,"25,22",4,3,2022
2022-03-04,4200,5,21000,Bonafid,Gita,General Trade,"-7,250445","112,768845",Thai Tea,31,1,Married,"4,44",4,3,2022
2022-03-04,4200,3,12600,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Thai Tea,47,1,Married,"20,81",4,3,2022
2022-03-04,3200,6,19200,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Ginger Candy ,58,0,Married,"10,55",4,3,2022
2022-03-04,12000,2,24000,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Potato Chip,60,0,Married,"10,72",4,3,2022
2022-03-04,10000,4,40000,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Yoghurt,36,0,Married,"7,96",4,3,2022
2022-03-04,3200,5,16000,Buana,Buana,General Trade,"-1,26916","116,825264",Ginger Candy ,55,1,Single,"18,37",4,3,2022
2022-03-04,10000,4,40000,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Yoghurt,60,1,Married,"9,38",4,3,2022
2022-03-04,3200,5,16000,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Ginger Candy ,39,1,Married,"7,52",4,3,2022
2022-03-05,4200,4,16800,Buana,Buana,General Trade,"-1,26916","116,825264",Thai Tea,39,0,Single,"9,73",5,3,2022
2022-03-05,9400,3,28200,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Coffee Candy,35,1,Married,"9,56",5,3,2022
2022-03-05,12000,3,36000,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Potato Chip,41,0,Married,"7,9",5,3,2022
2022-03-05,16000,2,32000,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Oat,36,0,Married,"7,96",5,3,2022
2022-03-05,15000,4,60000,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Cheese Stick,58,1,Married,"10,18",5,3,2022
2022-03-05,4200,2,8400,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Thai Tea,56,0,Married,"15,75",5,3,2022
2022-03-05,8800,9,79200,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Choco Bar,28,0,Single,"6,05",5,3,2022
2022-03-05,4200,2,8400,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Thai Tea,32,0,Single,"5,4",5,3,2022
2022-03-06,3200,4,12800,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Ginger Candy ,29,1,Married,"4,08",6,3,2022
2022-03-06,15000,1,15000,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Cheese Stick,39,0,Married,"6,92",6,3,2022
2022-03-06,15000,5,75000,Buana Indah,Buana,General Trade,"3,316694","114,590111",Cheese Stick,37,1,Married,"8,96",6,3,2022
2022-03-06,15000,2,30000,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Cheese Stick,41,0,Married,"20,01",6,3,2022
2022-03-06,16000,3,48000,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Oat,30,0,Married,"2,48",6,3,2022
2022-03-06,8800,5,44000,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Choco Bar,45,0,Married,"10,72",6,3,2022
2022-03-06,10000,2,20000,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Yoghurt,31,1,Married,"7,92",6,3,2022
2022-03-06,3200,3,9600,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Ginger Candy ,19,1,Single,0,6,3,2022
2022-03-06,3200,4,12800,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Ginger Candy ,22,0,Single,"3,14",6,3,2022
2022-03-06,9400,3,28200,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Coffee Candy,54,0,Married,"10,4",6,3,2022
2022-03-06,9400,3,28200,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Coffee Candy,24,1,Single,"5,72",6,3,2022
2022-03-06,10000,5,50000,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Yoghurt,45,0,Married,"15,03",6,3,2022
2022-03-06,15000,5,75000,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Cheese Stick,21,1,Single,"3,88",6,3,2022
2022-03-06,9400,2,18800,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Coffee Candy,36,0,Married,"7,95",6,3,2022
2022-03-06,3200,6,19200,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Ginger Candy ,51,0,Married,"17,65",6,3,2022
2022-03-06,16000,3,48000,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Oat,58,0,Married,"10,78",6,3,2022
2022-03-07,4200,4,16800,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Thai Tea,39,0,Married,"6,44",7,3,2022
2022-03-07,8800,2,17600,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Choco Bar,56,0,Married,"13,25",7,3,2022
2022-03-07,8800,9,79200,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Choco Bar,40,1,Married,"10,21",7,3,2022
2022-03-07,7500,5,37500,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Crackers,41,0,Married,"17,69",7,3,2022
2022-03-07,16000,2,32000,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Oat,44,1,Married,"14,58",7,3,2022
2022-03-07,10000,6,60000,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Yoghurt,37,1,Married,"3,04",7,3,2022
2022-03-07,3200,3,9600,Buana,Buana,General Trade,"-1,26916","116,825264",Ginger Candy ,59,0,Married,"4,59",7,3,2022
2022-03-07,7500,4,30000,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Crackers,28,0,Single,"5,12",7,3,2022
2022-03-07,7500,5,37500,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Crackers,51,0,Married,"12,57",7,3,2022
2022-03-07,15000,2,30000,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Cheese Stick,60,0,Married,"10,28",7,3,2022
2022-03-07,7500,5,37500,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Crackers,34,1,Married,"8,44",7,3,2022
2022-03-07,4200,5,21000,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Thai Tea,69,0,Single,"6,15",7,3,2022
2022-03-07,8800,10,88000,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Choco Bar,32,0,Married,"9,68",7,3,2022
2022-03-07,10000,1,10000,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Yoghurt,38,0,Married,"4,36",7,3,2022
2022-03-07,9400,5,47000,Buana Indah,Buana,General Trade,"3,316694","114,590111",Coffee Candy,36,1,Single,"5,43",7,3,2022
2022-03-07,16000,2,32000,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Oat,35,1,Married,"8,3",7,3,2022
2022-03-07,10000,5,50000,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Yoghurt,38,0,Single,"7,95",7,3,2022
2022-03-07,4200,4,16800,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Thai Tea,40,1,Married,"9,51",7,3,2022
2022-03-08,7500,5,37500,Buana Indah,Buana,General Trade,"3,316694","114,590111",Crackers,31,1,Married,"4,87",8,3,2022
2022-03-08,12000,1,12000,Buana,Buana,General Trade,"-1,26916","116,825264",Potato Chip,55,1,Single,"18,37",8,3,2022
2022-03-08,15000,2,30000,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Cheese Stick,19,1,Single,0,8,3,2022
2022-03-08,4200,4,16800,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Thai Tea,61,1,Married,"7,64",8,3,2022
2022-03-08,16000,1,16000,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Oat,39,1,Married,"6,3",8,3,2022
2022-03-08,18000,3,54000,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Cashew,28,0,Single,"6,05",8,3,2022
2022-03-09,9400,6,56400,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Coffee Candy,38,1,Married,"8,99",9,3,2022
2022-03-09,7500,2,15000,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Crackers,54,0,Married,"35,78",9,3,2022
2022-03-09,15000,2,30000,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Cheese Stick,19,0,Single,"3,48",9,3,2022
2022-03-09,3200,6,19200,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Ginger Candy ,45,0,Married,"10,69",9,3,2022
2022-03-09,10000,1,10000,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Yoghurt,54,1,Married,"19,07",9,3,2022
2022-03-09,15000,2,30000,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Cheese Stick,55,1,Single,"18,37",9,3,2022
2022-03-09,12000,3,36000,Buana Indah,Buana,General Trade,"3,316694","114,590111",Potato Chip,60,1,Married,"9,38",9,3,2022
2022-03-09,16000,3,48000,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Oat,54,0,Married,"9,57",9,3,2022
2022-03-09,15000,5,75000,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Cheese Stick,27,1,Married,"4,43",9,3,2022
2022-03-09,4200,4,16800,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Thai Tea,46,1,Married,"5,12",9,3,2022
2022-03-09,12000,3,36000,Buana,Buana,General Trade,"-1,26916","116,825264",Potato Chip,41,0,Married,"7,9",9,3,2022
2022-03-09,8800,8,70400,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Choco Bar,24,1,Single,"4,14",9,3,2022
2022-03-09,4200,2,8400,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Thai Tea,52,0,Married,"12,72",9,3,2022
2022-03-09,4200,3,12600,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Thai Tea,51,0,Married,"17,11",9,3,2022
2022-03-09,18000,3,54000,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Cashew,40,1,Married,"10,21",9,3,2022
2022-03-09,8800,2,17600,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Choco Bar,23,0,Single,"3,03",9,3,2022
2022-03-10,18000,3,54000,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Cashew,59,0,Married,"4,59",10,3,2022
2022-03-10,4200,2,8400,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Thai Tea,44,1,Married,"16,12",10,3,2022
2022-03-10,16000,1,16000,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Oat,37,0,Married,"9,53",10,3,2022
2022-03-10,9400,6,56400,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Coffee Candy,50,0,Married,"7,19",10,3,2022
2022-03-10,4200,2,8400,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Thai Tea,33,1,Married,"6,5",10,3,2022
2022-03-10,16000,2,32000,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Oat,31,0,Married,"4,57",10,3,2022
2022-03-10,9400,4,37600,Bonafid,Gita,General Trade,"-7,250445","112,768845",Coffee Candy,31,1,Married,"9,76",10,3,2022
2022-03-10,3200,6,19200,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Ginger Candy ,48,1,Married,"7,92",10,3,2022
2022-03-10,10000,2,20000,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Yoghurt,45,1,Married,"17,34",10,3,2022
2022-03-10,4200,3,12600,Buana Indah,Buana,General Trade,"3,316694","114,590111",Thai Tea,19,1,Single,0,10,3,2022
2022-03-10,4200,5,21000,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Thai Tea,20,1,Single,"3,28",10,3,2022
2022-03-10,15000,4,60000,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Cheese Stick,28,1,Married,"2,96",10,3,2022
2022-03-10,4200,2,8400,Buana Indah,Buana,General Trade,"3,316694","114,590111",Thai Tea,48,1,Married,"17,42",10,3,2022
2022-03-10,8800,10,88000,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Choco Bar,53,0,Married,"13,71",10,3,2022
2022-03-10,7500,6,45000,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Crackers,49,0,Married,"19,98",10,3,2022
2022-03-10,4200,4,16800,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Thai Tea,54,0,Married,"10,4",10,3,2022
2022-03-10,3200,6,19200,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Ginger Candy ,54,0,Married,"10,4",10,3,2022
2022-03-10,8800,2,17600,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Choco Bar,19,1,Single,0,10,3,2022
2022-03-11,7500,1,7500,Bonafid,Gita,General Trade,"-7,250445","112,768845",Crackers,42,0,Married,"12,25",11,3,2022
2022-03-11,7500,2,15000,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Crackers,31,1,Married,"6,01",11,3,2022
2022-03-11,15000,1,15000,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Cheese Stick,38,0,Married,"4,36",11,3,2022
2022-03-11,10000,3,30000,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Yoghurt,58,1,Married,"10,18",11,3,2022
2022-03-11,18000,2,36000,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Cashew,32,1,Married,"10,4",11,3,2022
2022-03-11,15000,1,15000,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Cheese Stick,60,0,Married,"4,05",11,3,2022
2022-03-11,15000,2,30000,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Cheese Stick,2,1,Single,"4,94",11,3,2022
2022-03-11,9400,5,47000,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Coffee Candy,22,0,Single,0,11,3,2022
2022-03-11,9400,5,47000,Bonafid,Gita,General Trade,"-7,250445","112,768845",Coffee Candy,38,0,Married,"4,36",11,3,2022
2022-03-11,3200,4,12800,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Ginger Candy ,34,1,Married,"4,02",11,3,2022
2022-03-11,4200,4,16800,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Thai Tea,48,1,Married,"13,55",11,3,2022
2022-03-11,15000,4,60000,Buana,Buana,General Trade,"-1,26916","116,825264",Cheese Stick,44,0,Single,"2,52",11,3,2022
2022-03-11,10000,1,10000,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Yoghurt,35,1,Single,"10,46",11,3,2022
2022-03-11,12000,4,48000,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Potato Chip,23,1,Single,"1,58",11,3,2022
2022-03-11,15000,1,15000,Bonafid,Gita,General Trade,"-7,250445","112,768845",Cheese Stick,62,1,Married,"9,07",11,3,2022
2022-03-11,16000,3,48000,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Oat,20,1,Single,"3,28",11,3,2022
2022-03-11,9400,4,37600,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Coffee Candy,34,0,Married,"4,78",11,3,2022
2022-03-11,4200,3,12600,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Thai Tea,40,0,Married,"7,17",11,3,2022
2022-03-11,15000,5,75000,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Cheese Stick,59,1,Married,"4,59",11,3,2022
2022-03-11,7500,2,15000,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Crackers,25,1,Single,"4,22",11,3,2022
2022-03-11,9400,5,47000,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Coffee Candy,59,1,Single,"5,15",11,3,2022
2022-03-11,4200,3,12600,Buana Indah,Buana,General Trade,"3,316694","114,590111",Thai Tea,45,0,Single,"23,84",11,3,2022
2022-03-11,4200,3,12600,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Thai Tea,21,1,Single,0,11,3,2022
2022-03-11,10000,4,40000,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Yoghurt,59,1,Married,"7,89",11,3,2022
2022-03-12,10000,2,20000,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Yoghurt,45,0,Single,"23,84",12,3,2022
2022-03-12,15000,4,60000,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Cheese Stick,56,0,Married,"15,75",12,3,2022
2022-03-12,12000,3,36000,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Potato Chip,41,0,Married,"20,02",12,3,2022
2022-03-12,3200,4,12800,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Ginger Candy ,45,0,Married,"10,34",12,3,2022
2022-03-12,15000,3,45000,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Cheese Stick,40,0,Married,"9,73",12,3,2022
2022-03-12,10000,4,40000,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Yoghurt,38,0,Single,"7,95",12,3,2022
2022-03-12,4200,3,12600,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Thai Tea,32,0,Married,"10,17",12,3,2022
2022-03-12,3200,3,9600,Buana Indah,Buana,General Trade,"3,316694","114,590111",Ginger Candy ,55,1,Single,"18,37",12,3,2022
2022-03-12,3200,3,9600,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Ginger Candy ,62,0,Married,"7,32",12,3,2022
2022-03-12,4200,2,8400,Buana,Buana,General Trade,"-1,26916","116,825264",Thai Tea,32,0,Single,"5,4",12,3,2022
2022-03-12,7500,3,22500,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Crackers,31,0,Married,"5,22",12,3,2022
2022-03-12,10000,3,30000,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Yoghurt,19,1,Single,0,12,3,2022
2022-03-12,3200,4,12800,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Ginger Candy ,26,1,Single,"5,54",12,3,2022
2022-03-13,15000,3,45000,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Cheese Stick,53,0,Married,"16,64",13,3,2022
2022-03-13,15000,2,30000,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Cheese Stick,38,1,Married,"7,88",13,3,2022
2022-03-13,15000,1,15000,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Cheese Stick,30,0,Married,"4,06",13,3,2022
2022-03-13,9400,4,37600,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Coffee Candy,42,0,Married,"10,38",13,3,2022
2022-03-13,7500,2,15000,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Crackers,31,0,Married,"5,22",13,3,2022
2022-03-13,15000,5,75000,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Cheese Stick,28,0,Married,"3,13",13,3,2022
2022-03-13,9400,6,56400,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Coffee Candy,45,1,Married,"17,34",13,3,2022
2022-03-13,7500,4,30000,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Crackers,70,0,Married,"5,99",13,3,2022
2022-03-13,15000,5,75000,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Cheese Stick,55,1,Single,"18,37",13,3,2022
2022-03-13,3200,6,19200,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Ginger Candy ,22,1,Single,"3,33",13,3,2022
2022-03-13,4200,2,8400,Buana,Buana,General Trade,"-1,26916","116,825264",Thai Tea,18,0,Single,0,13,3,2022
2022-03-13,8800,2,17600,Bonafid,Gita,General Trade,"-7,250445","112,768845",Choco Bar,57,1,Married,"8,96",13,3,2022
2022-03-13,7500,2,15000,Bonafid,Gita,General Trade,"-7,250445","112,768845",Crackers,54,0,Married,"16,19",13,3,2022
2022-03-13,10000,1,10000,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Yoghurt,62,1,Married,"9,07",13,3,2022
2022-03-14,16000,2,32000,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Oat,26,0,Single,"1,81",14,3,2022
2022-03-14,7500,1,7500,Bonafid,Gita,General Trade,"-7,250445","112,768845",Crackers,28,0,Married,"3,13",14,3,2022
2022-03-14,9400,2,18800,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Coffee Candy,19,1,Single,0,14,3,2022
2022-03-14,12000,3,36000,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Potato Chip,43,1,Married,"3,24",14,3,2022
2022-03-14,3200,6,19200,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Ginger Candy ,43,1,Married,"5,12",14,3,2022
2022-03-14,16000,1,16000,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Oat,43,0,Married,"17,42",14,3,2022
2022-03-14,16000,2,32000,Buana,Buana,General Trade,"-1,26916","116,825264",Oat,56,0,Married,"10,61",14,3,2022
2022-03-14,4200,2,8400,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Thai Tea,36,1,Married,"8,31",14,3,2022
2022-03-14,7500,4,30000,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Crackers,42,0,Single,"9,68",14,3,2022
2022-03-14,9400,3,28200,Buana Indah,Buana,General Trade,"3,316694","114,590111",Coffee Candy,37,0,Single,"14,59",14,3,2022
2022-03-14,9400,2,18800,Buana,Buana,General Trade,"-1,26916","116,825264",Coffee Candy,47,1,Married,"20,81",14,3,2022
2022-03-14,3200,7,22400,Bonafid,Gita,General Trade,"-7,250445","112,768845",Ginger Candy ,47,0,Married,"28,23",14,3,2022
2022-03-14,16000,2,32000,Buana Indah,Buana,General Trade,"3,316694","114,590111",Oat,40,1,Married,"9,51",14,3,2022
2022-03-14,9400,6,56400,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Coffee Candy,27,1,Married,"3,43",14,3,2022
2022-03-15,8800,9,79200,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Choco Bar,28,0,Single,"6,05",15,3,2022
2022-03-15,16000,1,16000,Bonafid,Gita,General Trade,"-7,250445","112,768845",Oat,33,1,Married,"9,28",15,3,2022
2022-03-15,10000,2,20000,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Yoghurt,30,0,Married,"4,06",15,3,2022
2022-03-15,9400,5,47000,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Coffee Candy,22,0,Married,"3,55",15,3,2022
2022-03-15,15000,4,60000,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Cheese Stick,39,0,Married,"6,92",15,3,2022
2022-03-15,9400,2,18800,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Coffee Candy,47,0,Married,"17,99",15,3,2022
2022-03-15,9400,6,56400,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Coffee Candy,57,0,Married,"6,87",15,3,2022
2022-03-15,10000,5,50000,Buana Indah,Buana,General Trade,"3,316694","114,590111",Yoghurt,54,0,Married,"15,55",15,3,2022
2022-03-15,15000,5,75000,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Cheese Stick,19,1,Single,0,15,3,2022
2022-03-15,16000,2,32000,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Oat,24,1,Single,"5,72",15,3,2022
2022-03-15,3200,4,12800,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Ginger Candy ,47,0,Married,"28,23",15,3,2022
2022-03-15,12000,3,36000,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Potato Chip,48,1,Married,"10,58",15,3,2022
2022-03-15,10000,2,20000,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Yoghurt,52,0,Married,"17,42",15,3,2022
2022-03-16,7500,1,7500,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Crackers,51,0,Single,"10,84",16,3,2022
2022-03-16,4200,2,8400,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Thai Tea,69,0,Single,"6,15",16,3,2022
2022-03-16,7500,3,22500,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Crackers,51,0,Married,"15,43",16,3,2022
2022-03-16,8800,10,88000,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Choco Bar,36,0,Married,"7,95",16,3,2022
2022-03-16,7500,2,15000,Buana Indah,Buana,General Trade,"3,316694","114,590111",Crackers,45,1,Married,"6,71",16,3,2022
2022-03-16,12000,3,36000,Bonafid,Gita,General Trade,"-7,250445","112,768845",Potato Chip,47,1,Married,"6,3",16,3,2022
2022-03-16,3200,4,12800,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Ginger Candy ,72,1,Married,"4,72",16,3,2022
