TransactionID,CustomerID,Date,ProductID,Price,Qty,TotalAmount,StoreID,StoreName,GroupStore,Type,Latitude,Longitude,Product Name,Age,Gender,Marital Status,Income,Day,Month,Year
TR95986,425,2022-04-16,P10,15000,3,45000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Cheese Stick,58,1,Married,"7,22",16,4,2022
TR96924,34,2022-04-16,P7,9400,5,47000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Coffee Candy,45,0,Married,"6,36",16,4,2022
TR97114,119,2022-04-16,P10,15000,1,15000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Cheese Stick,26,1,Single,"5,54",16,4,2022
TR11510,233,2022-04-17,P10,15000,2,30000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Cheese Stick,43,1,Married,"5,69",17,4,2022
TR25259,280,2022-04-17,P4,12000,1,12000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Potato Chip,60,1,Married,"9,57",17,4,2022
TR32800,354,2022-04-17,P6,18000,1,18000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Cashew,53,1,Married,"16,94",17,4,2022
TR34544,389,2022-04-17,P5,4200,5,21000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Thai Tea,30,1,Married,"3,72",17,4,2022
TR36123,296,2022-04-17,P5,4200,3,12600,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Thai Tea,38,1,Single,"3,18",17,4,2022
TR5075,28,2022-04-17,P2,3200,6,19200,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Ginger Candy ,55,0,Married,"6,08",17,4,2022
TR65917,120,2022-04-17,P7,9400,6,56400,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Coffee Candy,30,0,Married,"2,48",17,4,2022
TR78331,408,2022-04-17,P1,8800,8,70400,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Choco Bar,34,1,Married,"9,45",17,4,2022
TR83136,268,2022-04-17,P8,16000,1,16000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Oat,49,1,Single,"5,18",17,4,2022
TR83303,101,2022-04-17,P2,3200,3,9600,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Ginger Candy ,61,1,Married,"54,2",17,4,2022
TR89342,436,2022-04-17,P9,10000,7,70000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Yoghurt,51,1,Married,"18,89",17,4,2022
TR94512,404,2022-04-17,P2,3200,3,9600,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Ginger Candy ,22,0,Single,"2,69",17,4,2022
TR21074,132,2022-04-18,P1,8800,5,44000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Choco Bar,41,0,Married,"17,69",18,4,2022
TR26247,248,2022-04-18,P4,12000,3,36000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Potato Chip,36,1,Married,"5,76",18,4,2022
TR4050,225,2022-04-18,P6,18000,1,18000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Cashew,59,1,Married,"10,59",18,4,2022
TR64090,352,2022-04-18,P3,7500,2,15000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Crackers,69,0,Single,"6,15",18,4,2022
TR91977,439,2022-04-18,P5,4200,5,21000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Thai Tea,35,0,Single,"12,34",18,4,2022
TR94076,433,2022-04-18,P10,15000,4,60000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Cheese Stick,48,1,Married,"11,97",18,4,2022
TR94382,13,2022-04-18,P5,4200,3,12600,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Thai Tea,23,0,Single,"2,03",18,4,2022
TR96225,419,2022-04-18,P3,7500,3,22500,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Crackers,38,1,Married,"3,86",18,4,2022
TR10854,49,2022-04-19,P8,16000,1,16000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Oat,44,1,Married,"13,48",19,4,2022
TR24761,269,2022-04-19,P3,7500,6,45000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Crackers,39,1,Married,"6,3",19,4,2022
TR27960,200,2022-04-19,P5,4200,2,8400,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Thai Tea,25,0,Married,"2,39",19,4,2022
TR29707,201,2022-04-19,P1,8800,4,35200,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Choco Bar,57,0,Married,"6,87",19,4,2022
TR30162,284,2022-04-19,P6,18000,3,54000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Cashew,49,1,Married,"11,31",19,4,2022
TR30585,300,2022-04-19,P5,4200,3,12600,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Thai Tea,25,1,Single,"4,22",19,4,2022
TR30706,204,2022-04-19,P1,8800,4,35200,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Choco Bar,53,0,Married,"9,46",19,4,2022
TR3948,62,2022-04-19,P3,7500,1,7500,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Crackers,51,1,Married,"13,62",19,4,2022
TR5623,48,2022-04-19,P5,4200,4,16800,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Thai Tea,32,0,Married,"10,62",19,4,2022
TR56450,194,2022-04-19,P9,10000,3,30000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Yoghurt,31,1,Married,"4,33",19,4,2022
TR81438,224,2022-04-19,P8,16000,3,48000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Oat,29,0,Married,"3,31",19,4,2022
TR92519,405,2022-04-19,P5,4200,4,16800,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Thai Tea,18,0,Single,0,19,4,2022
TR95780,7,2022-04-19,P2,3200,7,22400,13,Buana,Buana,General Trade,"-1,26916","116,825264",Ginger Candy ,31,0,Married,"4,57",19,4,2022
TR98303,443,2022-04-19,P3,7500,1,7500,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Crackers,33,1,Married,"9,28",19,4,2022
TR9944,249,2022-04-19,P1,8800,9,79200,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Choco Bar,47,0,Married,"13,34",19,4,2022
TR22734,228,2022-04-20,P6,18000,4,72000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Cashew,46,0,Married,"11,31",20,4,2022
TR39369,437,2022-04-20,P2,3200,4,12800,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Ginger Candy ,33,1,Married,"3,49",20,4,2022
TR51352,440,2022-04-20,P8,16000,2,32000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Oat,40,0,Married,"3,47",20,4,2022
TR56306,237,2022-04-20,P3,7500,4,30000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Crackers,35,1,Married,"8,14",20,4,2022
TR56568,136,2022-04-20,P4,12000,2,24000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Potato Chip,28,1,Married,"2,96",20,4,2022
TR63844,301,2022-04-20,P1,8800,2,17600,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Choco Bar,60,0,Married,"8,97",20,4,2022
TR68783,321,2022-04-20,P2,3200,7,22400,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Ginger Candy ,45,0,Married,"8,03",20,4,2022
TR69041,82,2022-04-20,P9,10000,2,20000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Yoghurt,60,1,Married,"6,24",20,4,2022
TR77308,347,2022-04-20,P5,4200,4,16800,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Thai Tea,26,1,Single,"3,69",20,4,2022
TR77884,334,2022-04-20,P2,3200,7,22400,13,Buana,Buana,General Trade,"-1,26916","116,825264",Ginger Candy ,70,0,Married,"5,99",20,4,2022
TR7993,347,2022-04-20,P8,16000,1,16000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Oat,26,1,Single,"3,69",20,4,2022
TR8256,29,2022-04-20,P10,15000,4,60000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Cheese Stick,59,1,Married,"10,5",20,4,2022
TR90873,412,2022-04-20,P2,3200,6,19200,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Ginger Candy ,18,1,Single,0,20,4,2022
TR14608,426,2022-04-21,P6,18000,1,18000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Cashew,19,0,Single,"2,16",21,4,2022
TR36274,260,2022-04-21,P10,15000,4,60000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Cheese Stick,33,0,Single,"6,65",21,4,2022
TR38554,6,2022-04-21,P1,8800,5,44000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Choco Bar,23,0,Married,"2,33",21,4,2022
TR42571,225,2022-04-21,P8,16000,1,16000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Oat,59,1,Married,"10,59",21,4,2022
TR49669,87,2022-04-21,P5,4200,3,12600,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Thai Tea,44,1,Married,"9,57",21,4,2022
TR52968,446,2022-04-21,P7,9400,6,56400,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Coffee Candy,57,0,Married,"7,81",21,4,2022
TR53529,363,2022-04-21,P5,4200,3,12600,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Thai Tea,35,0,Married,"6,05",21,4,2022
TR6401,297,2022-04-21,P9,10000,1,10000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Yoghurt,41,1,Married,"12,13",21,4,2022
TR78083,98,2022-04-21,P10,15000,5,75000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Cheese Stick,56,0,Married,"14,54",21,4,2022
TR78949,248,2022-04-21,P9,10000,1,10000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Yoghurt,36,1,Married,"5,76",21,4,2022
TR79594,43,2022-04-21,P7,9400,6,56400,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Coffee Candy,53,0,Married,"16,64",21,4,2022
TR80303,229,2022-04-21,P5,4200,3,12600,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Thai Tea,32,0,Married,"10,17",21,4,2022
TR81147,287,2022-04-21,P8,16000,3,48000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Oat,36,0,Single,"3,7",21,4,2022
TR83776,374,2022-04-21,P5,4200,4,16800,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Thai Tea,32,0,Single,"5,4",21,4,2022
TR9458,331,2022-04-21,P7,9400,2,18800,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Coffee Candy,54,0,Married,"16,19",21,4,2022
TR16546,127,2022-04-22,P4,12000,2,24000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Potato Chip,27,0,Married,"2,07",22,4,2022
TR16758,166,2022-04-22,P9,10000,7,70000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Yoghurt,33,0,Married,"3,33",22,4,2022
TR2727,206,2022-04-22,P8,16000,3,48000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Oat,68,0,Married,"8,3",22,4,2022
TR28093,391,2022-04-22,P1,8800,10,88000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Choco Bar,26,0,Married,"4,98",22,4,2022
TR31909,365,2022-04-22,P4,12000,1,12000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Potato Chip,28,0,Single,"6,05",22,4,2022
TR4358,266,2022-04-22,P3,7500,2,15000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Crackers,72,1,Married,"4,72",22,4,2022
TR48614,399,2022-04-22,P9,10000,4,40000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Yoghurt,52,1,Single,"33,77",22,4,2022
TR523,18,2022-04-22,P8,16000,2,32000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Oat,47,0,Married,"13,6",22,4,2022
TR54161,11,2022-04-22,P10,15000,4,60000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Cheese Stick,42,0,Married,"12,25",22,4,2022
TR80135,97,2022-04-22,P7,9400,4,37600,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Coffee Candy,51,1,Married,"20,22",22,4,2022
TR84914,386,2022-04-22,P1,8800,7,61600,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Choco Bar,33,0,Married,"6,95",22,4,2022
TR86142,417,2022-04-22,P5,4200,3,12600,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Thai Tea,47,1,Married,"12,75",22,4,2022
TR88227,215,2022-04-22,P5,4200,3,12600,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Thai Tea,25,0,Single,"5,54",22,4,2022
TR11002,147,2022-04-23,P9,10000,6,60000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Yoghurt,59,1,Married,"8,02",23,4,2022
TR3136,395,2022-04-23,P3,7500,1,7500,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Crackers,28,0,Married,"3,39",23,4,2022
TR34179,49,2022-04-23,P1,8800,2,17600,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Choco Bar,44,1,Married,"13,48",23,4,2022
TR41623,19,2022-04-23,P8,16000,1,16000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Oat,24,1,Single,"4,14",23,4,2022
TR42197,181,2022-04-23,P5,4200,4,16800,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Thai Tea,33,1,Married,"9,94",23,4,2022
TR43306,7,2022-04-23,P10,15000,5,75000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Cheese Stick,31,0,Married,"4,57",23,4,2022
TR80629,44,2022-04-23,P2,3200,6,19200,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Ginger Candy ,40,0,Married,"10,65",23,4,2022
TR92184,149,2022-04-23,P6,18000,4,72000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Cashew,61,1,Married,"3,96",23,4,2022
TR93271,47,2022-04-23,P3,7500,1,7500,13,Buana,Buana,General Trade,"-1,26916","116,825264",Crackers,35,1,Married,"9,56",23,4,2022
TR94169,310,2022-04-23,P10,15000,2,30000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Cheese Stick,23,0,Married,"4,17",23,4,2022
TR99335,247,2022-04-23,P2,3200,5,16000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Ginger Candy ,33,1,Married,"8,11",23,4,2022
TR1044,123,2022-04-24,P7,9400,5,47000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Coffee Candy,34,0,Married,"4,36",24,4,2022
TR13230,32,2022-04-24,P7,9400,4,37600,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Coffee Candy,34,0,Married,"10,96",24,4,2022
TR33278,151,2022-04-24,P1,8800,9,79200,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Choco Bar,42,0,Married,"10,38",24,4,2022
TR6066,165,2022-04-24,P9,10000,1,10000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Yoghurt,44,1,Married,"14,58",24,4,2022
TR62205,80,2022-04-24,P9,10000,1,10000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Yoghurt,44,0,Married,"13,45",24,4,2022
TR67442,228,2022-04-24,P8,16000,3,48000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Oat,46,0,Married,"11,31",24,4,2022
TR74211,298,2022-04-24,P2,3200,6,19200,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Ginger Candy ,38,1,Married,"8,99",24,4,2022
TR83259,306,2022-04-24,P7,9400,5,47000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Coffee Candy,49,0,Married,"16,52",24,4,2022
TR84383,64,2022-04-24,P5,4200,3,12600,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Thai Tea,48,1,Married,"7,92",24,4,2022
TR84714,231,2022-04-24,P3,7500,1,7500,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Crackers,51,1,Married,"16,59",24,4,2022
TR87375,133,2022-04-24,P9,10000,4,40000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Yoghurt,47,1,Married,"20,81",24,4,2022
TR9020,285,2022-04-24,P10,15000,1,15000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Cheese Stick,20,0,Single,0,24,4,2022
TR96262,62,2022-04-24,P3,7500,2,15000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Crackers,51,1,Married,"13,62",24,4,2022
TR9659,72,2022-04-24,P7,9400,6,56400,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Coffee Candy,26,0,Single,"1,81",24,4,2022
TR16828,279,2022-04-25,P9,10000,4,40000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Yoghurt,62,0,Married,"5,35",25,4,2022
TR2135,7,2022-04-25,P7,9400,2,18800,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Coffee Candy,31,0,Married,"4,57",25,4,2022
TR23007,165,2022-04-25,P2,3200,4,12800,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Ginger Candy ,44,1,Married,"14,58",25,4,2022
TR28064,187,2022-04-25,P5,4200,4,16800,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Thai Tea,49,1,Married,"9,18",25,4,2022
TR33855,261,2022-04-25,P6,18000,2,36000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Cashew,46,0,Single,"5,89",25,4,2022
TR34173,363,2022-04-25,P2,3200,6,19200,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Ginger Candy ,35,0,Married,"6,05",25,4,2022
TR62908,204,2022-04-25,P10,15000,5,75000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Cheese Stick,53,0,Married,"9,46",25,4,2022
TR69381,231,2022-04-25,P2,3200,3,9600,13,Buana,Buana,General Trade,"-1,26916","116,825264",Ginger Candy ,51,1,Married,"16,59",25,4,2022
TR7494,164,2022-04-25,P5,4200,3,12600,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Thai Tea,18,1,Single,0,25,4,2022
TR75229,116,2022-04-25,P1,8800,8,70400,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Choco Bar,51,1,Married,"15,77",25,4,2022
TR75777,109,2022-04-25,P5,4200,4,16800,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Thai Tea,35,1,Married,"10,04",25,4,2022
TR83630,424,2022-04-25,P9,10000,7,70000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Yoghurt,38,0,Married,"10,06",25,4,2022
TR84152,150,2022-04-25,P10,15000,5,75000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Cheese Stick,61,1,Married,"8,56",25,4,2022
TR84178,10,2022-04-25,P3,7500,1,7500,13,Buana,Buana,General Trade,"-1,26916","116,825264",Crackers,34,1,Married,4,25,4,2022
TR28966,157,2022-04-26,P4,12000,1,12000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Potato Chip,44,0,Single,"2,52",26,4,2022
TR40363,96,2022-04-26,P7,9400,2,18800,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Coffee Candy,55,0,Married,"13,67",26,4,2022
TR42208,301,2022-04-26,P10,15000,2,30000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Cheese Stick,60,0,Married,"8,97",26,4,2022
TR50042,365,2022-04-26,P1,8800,2,17600,13,Buana,Buana,General Trade,"-1,26916","116,825264",Choco Bar,28,0,Single,"6,05",26,4,2022
TR52429,429,2022-04-26,P3,7500,4,30000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Crackers,37,1,Married,"8,97",26,4,2022
TR57541,62,2022-04-26,P9,10000,6,60000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Yoghurt,51,1,Married,"13,62",26,4,2022
TR58087,76,2022-04-26,P9,10000,4,40000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Yoghurt,38,1,Married,"7,88",26,4,2022
TR58498,162,2022-04-26,P5,4200,5,21000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Thai Tea,49,0,Married,"11,46",26,4,2022
TR5946,247,2022-04-26,P9,10000,3,30000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Yoghurt,33,1,Married,"8,11",26,4,2022
TR73275,111,2022-04-26,P2,3200,4,12800,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Ginger Candy ,59,1,Married,"4,59",26,4,2022
TR78998,392,2022-04-26,P7,9400,6,56400,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Coffee Candy,45,0,Married,"19,68",26,4,2022
TR85313,224,2022-04-26,P1,8800,8,70400,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Choco Bar,29,0,Married,"3,31",26,4,2022
TR9310,219,2022-04-26,P6,18000,1,18000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Cashew,39,0,Single,"9,73",26,4,2022
TR1685,345,2022-04-27,P10,15000,4,60000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Cheese Stick,31,0,Married,"5,06",27,4,2022
TR2304,121,2022-04-27,P5,4200,5,21000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Thai Tea,26,0,Single,"2,93",27,4,2022
TR31257,156,2022-04-27,P8,16000,3,48000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Oat,44,0,Married,"3,87",27,4,2022
TR32564,319,2022-04-27,P7,9400,3,28200,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Coffee Candy,39,0,Married,"8,82",27,4,2022
TR3773,38,2022-04-27,P6,18000,4,72000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Cashew,56,0,Married,"14,32",27,4,2022
TR38392,147,2022-04-27,P8,16000,2,32000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Oat,59,1,Married,"8,02",27,4,2022
TR42562,117,2022-04-27,P5,4200,3,12600,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Thai Tea,45,1,Married,"12,55",27,4,2022
TR5271,144,2022-04-27,P10,15000,2,30000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Cheese Stick,34,0,Married,"10,01",27,4,2022
TR64799,280,2022-04-27,P3,7500,6,45000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Crackers,60,1,Married,"9,57",27,4,2022
TR74513,137,2022-04-27,P5,4200,5,21000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Thai Tea,34,1,Married,"6,36",27,4,2022
TR91525,203,2022-04-27,P5,4200,2,8400,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Thai Tea,53,0,Married,"17,2",27,4,2022
TR91926,253,2022-04-27,P5,4200,2,8400,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Thai Tea,37,0,Married,"4,32",27,4,2022
TR1338,106,2022-04-28,P3,7500,5,37500,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Crackers,24,0,Single,"6,79",28,4,2022
TR14816,425,2022-04-28,P5,4200,4,16800,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Thai Tea,58,1,Married,"7,22",28,4,2022
TR29518,45,2022-04-28,P3,7500,1,7500,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Crackers,53,0,Married,"9,25",28,4,2022
TR30611,130,2022-04-28,P5,4200,3,12600,13,Buana,Buana,General Trade,"-1,26916","116,825264",Thai Tea,40,0,Married,"9,73",28,4,2022
TR49638,5,2022-04-28,P4,12000,1,12000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Potato Chip,58,1,Married,"3,57",28,4,2022
TR49722,50,2022-04-28,P7,9400,4,37600,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Coffee Candy,31,1,Married,"6,01",28,4,2022
TR52555,411,2022-04-28,P10,15000,2,30000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Cheese Stick,19,1,Single,0,28,4,2022
TR54351,197,2022-04-28,P7,9400,2,18800,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Coffee Candy,51,0,Married,"13,33",28,4,2022
TR59105,247,2022-04-28,P9,10000,6,60000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Yoghurt,33,1,Married,"8,11",28,4,2022
TR6576,122,2022-04-28,P7,9400,2,18800,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Coffee Candy,26,1,Single,"0,14",28,4,2022
TR71804,218,2022-04-28,P1,8800,8,70400,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Choco Bar,29,0,Married,"3,52",28,4,2022
TR72678,219,2022-04-28,P1,8800,8,70400,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Choco Bar,39,0,Single,"9,73",28,4,2022
TR73576,95,2022-04-28,P10,15000,4,60000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Cheese Stick,52,0,Married,"17,42",28,4,2022
TR75353,431,2022-04-28,P5,4200,5,21000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Thai Tea,40,1,Married,"9,51",28,4,2022
TR75672,325,2022-04-28,P2,3200,4,12800,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Ginger Candy ,37,0,Single,"3,25",28,4,2022
TR80506,311,2022-04-28,P5,4200,3,12600,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Thai Tea,61,1,Married,"7,64",28,4,2022
TR90869,157,2022-04-28,P5,4200,5,21000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Thai Tea,44,0,Single,"2,52",28,4,2022
TR9366,250,2022-04-28,P5,4200,4,16800,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Thai Tea,30,1,Married,"3,96",28,4,2022
TR94090,427,2022-04-28,P10,15000,5,75000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Cheese Stick,54,0,Married,"16,88",28,4,2022
TR95623,364,2022-04-28,P9,10000,6,60000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Yoghurt,27,1,Married,"3,41",28,4,2022
TR10972,400,2022-04-29,P2,3200,6,19200,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Ginger Candy ,23,1,Single,"2,79",29,4,2022
TR11542,374,2022-04-29,P10,15000,4,60000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Cheese Stick,32,0,Single,"5,4",29,4,2022
TR12976,240,2022-04-29,P3,7500,4,30000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Crackers,22,1,Single,"3,33",29,4,2022
TR20106,299,2022-04-29,P10,15000,5,75000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Cheese Stick,37,1,Married,"4,54",29,4,2022
TR36366,331,2022-04-29,P6,18000,2,36000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Cashew,54,0,Married,"16,19",29,4,2022
